countryName,pollutant,reportingYear,emissions
Greece,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2011,213
Greece,Lead and compounds (as Pb),2011,1892
Greece,Dichloromethane (DCM),2012,28110
Greece,Arsenic and compounds (as As),2013,2235.1
Greece,Carbon dioxide (CO2),2013,56745000000
Greece,Chlorofluorocarbons (CFCs),2014,184.8
Greece,Fluorine and inorganic compounds (as HF),2014,265030
Greece,Lead and compounds (as Pb),2014,3661
Greece,Arsenic and compounds (as As),2016,1480
Greece,Carbon dioxide (CO2),2016,44263000000
Greece,Benzene,2017,94120
Greece,Chlorofluorocarbons (CFCs),2017,74.7
Greece,Fluorine and inorganic compounds (as HF),2017,267240
Greece,Lead and compounds (as Pb),2017,4109
Greece,Carbon dioxide (CO2),2019,38589520000
Greece,Benzene,2020,72437
Greece,Fluorine and inorganic compounds (as HF),2020,280780
Hungary,Nitrogen oxides (NOX),2007,25960000
Hungary,Non-methane volatile organic compounds (NMVOC),2007,875000
Hungary,Carbon monoxide (CO),2008,32973000
Hungary,Hydrogen cyanide (HCN),2008,3250
Hungary,PCDD + PCDF (dioxins + furans) (as Teq),2008,0.008438000000000001
Hungary,Zinc and compounds (as Zn),2008,2367
Hungary,Mercury and compounds (as Hg),2009,248.29999999999998
Hungary,Methane (CH4),2009,3406000
Hungary,Sulphur oxides (SOX),2009,13404000
Hungary,Carbon monoxide (CO),2011,22650000
Hungary,Dichloromethane (DCM),2011,420370
Hungary,Hydrogen cyanide (HCN),2011,296
Hungary,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.010856
Hungary,Zinc and compounds (as Zn),2011,5860
Hungary,Mercury and compounds (as Hg),2012,181.3
Hungary,Methane (CH4),2012,1640000
Hungary,Dichloromethane (DCM),2014,101730
Hungary,Mercury and compounds (as Hg),2015,155.6
Hungary,Methane (CH4),2015,2157000
Hungary,Dichloromethane (DCM),2017,6560
Hungary,Mercury and compounds (as Hg),2018,240
Hungary,Lead and compounds (as Pb),2019,565
Iceland,Nitrogen oxides (NOX),2007,885000
Iceland,Carbon monoxide (CO),2008,30100000
Iceland,PCDD + PCDF (dioxins + furans) (as Teq),2008,0.0009
Iceland,Methane (CH4),2009,2767000
Iceland,Sulphur oxides (SOX),2009,12280000
Iceland,Carbon monoxide (CO),2011,29200000
Iceland,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.00023
France,Particulate matter (PM10),2013,4728600
France,Vinyl chloride,2013,235300
France,Ethylene oxide,2014,17000
France,Carbon dioxide (CO2),2015,105409000000
France,Halons,2015,1170
France,Particulate matter (PM10),2016,2703300
France,Vinyl chloride,2016,239020
France,Ethylene oxide,2017,12700
France,Carbon dioxide (CO2),2018,99317000000
France,Halons,2018,889
France,"1,2-dichloroethane (DCE-1,2)",2019,254730
France,Tetrachloroethylene,2019,20000
France,Vinyl chloride,2019,155400
France,Ethylene oxide,2020,2870
France,Carbon dioxide (CO2),2021,101834999488
France,Halons,2021,520
France,Non-methane volatile organic compounds (NMVOC),2021,47013000
Germany,Benzene,2007,305800
Germany,Vinyl chloride,2007,143220
Germany,Copper and compounds (as Cu),2008,24564
Germany,Sulphur oxides (SOX),2008,274617000
Germany,Ammonia (NH3),2009,16415700
Germany,Chromium and compounds (as Cr),2009,12654
Germany,Di-(2-ethyl hexyl) phthalate (DEHP),2009,1250
Germany,Perfluorocarbons (PFCs),2009,24342
Germany,Sulphur hexafluoride (SF6),2009,3630
Germany,Trichlorobenzenes (TCB),2009,39.4
Germany,Nickel and compounds (as Ni),2010,13569.1
Germany,Tetrachloroethylene,2010,3010
Germany,Vinyl chloride,2010,145030
Germany,Sulphur oxides (SOX),2011,246887000
Germany,Ammonia (NH3),2012,17350700
Germany,Hydrogen cyanide (HCN),2012,4321
Germany,Perfluorocarbons (PFCs),2012,10605
Germany,Trichlorobenzenes (TCB),2012,28.2
Germany,Nickel and compounds (as Ni),2013,5684.099999999999
Germany,Vinyl chloride,2013,137970
Germany,Ammonia (NH3),2015,17190500
Germany,Hydrogen cyanide (HCN),2015,2672
Germany,Perfluorocarbons (PFCs),2015,12010
Germany,Hydrochlorofluorocarbons (HCFCs),2016,1238.45
Germany,Nickel and compounds (as Ni),2016,4707.6
Germany,Nitrous oxide (N2O),2016,8379200
Germany,Hydrogen cyanide (HCN),2018,4492
Germany,Carbon dioxide (CO2) excluding biomass,2019,119876365000
Germany,Chlorine and inorganic compounds (as HCl),2019,2299400
Germany,Chlorofluorocarbons (CFCs),2019,166.75
Germany,Fluorine and inorganic compounds (as HF),2019,301130
Germany,Hydrochlorofluorocarbons (HCFCs),2019,583.6
Germany,Nickel and compounds (as Ni),2019,5189.5
Germany,Nitrous oxide (N2O),2019,6151200
Germany,Carbon monoxide (CO),2020,704974000
Germany,Hydrogen cyanide (HCN),2021,8602
Germany,Trichloromethane,2021,1309
Greece,Carbon dioxide (CO2),2007,70242000000
Greece,Cadmium and compounds (as Cd),2010,120.30000000000001
Greece,Carbon dioxide (CO2),2010,59305000000
Greece,Non-methane volatile organic compounds (NMVOC),2010,4585000
Greece,Hydrogen cyanide (HCN),2011,505
Greece,Cadmium and compounds (as Cd),2013,862.2
Greece,Non-methane volatile organic compounds (NMVOC),2013,5241000
Greece,Dichloromethane (DCM),2015,33140
Greece,Nitrogen oxides (NOX),2015,86492000
Greece,Cadmium and compounds (as Cd),2016,420
Greece,Non-methane volatile organic compounds (NMVOC),2016,5503000
Finland,Carbon monoxide (CO),2017,2795000
Finland,Hexachlorobenzene (HCB),2018,23.9
Finland,Chlorine and inorganic compounds (as HCl),2019,600700
Finland,Naphthalene,2020,754
Finland,Nitrogen oxides (NOX),2020,35274000
Finland,Hexachlorobenzene (HCB),2021,15.1
France,Fluorine and inorganic compounds (as HF),2007,1128180
France,Carbon dioxide (CO2),2009,106105000000
France,Hydrogen cyanide (HCN),2009,8108
France,Non-methane volatile organic compounds (NMVOC),2009,61019000
France,Polychlorinated biphenyls (PCBs),2009,0.51
France,Trichloromethane,2009,126286
France,Dichloromethane (DCM),2010,604570
France,Fluorine and inorganic compounds (as HF),2010,843720
France,Tetrachloroethylene,2010,116520
France,Carbon dioxide (CO2),2012,109764000000
France,Non-methane volatile organic compounds (NMVOC),2012,53992000
France,Trichloromethane,2012,83357
France,Dichloromethane (DCM),2013,560250
France,Fluorine and inorganic compounds (as HF),2013,558110
France,Nitrous oxide (N2O),2013,4917400
France,Polycyclic aromatic hydrocarbons (PAHs),2013,1991.6
France,Tetrachloroethylene,2013,75530
France,Anthracene,2014,129.6
France,Non-methane volatile organic compounds (NMVOC),2015,50310000
France,Trichloromethane,2015,71178
France,Dichloromethane (DCM),2016,597370
France,Nitrous oxide (N2O),2016,4696200
France,Polycyclic aromatic hydrocarbons (PAHs),2016,1073.7
France,Tetrachloroethylene,2016,65120
France,Anthracene,2017,66
France,Arsenic and compounds (as As),2017,341.5
France,Zinc and compounds (as Zn),2017,92876
France,Lead and compounds (as Pb),2018,16321
France,Non-methane volatile organic compounds (NMVOC),2018,48881000
France,Dichloromethane (DCM),2019,465480
France,Nitrous oxide (N2O),2019,4917700
France,Polycyclic aromatic hydrocarbons (PAHs),2019,767.9999969999999
France,Arsenic and compounds (as As),2020,158.499998
France,Mercury and compounds (as Hg),2020,819.4999970000001
France,Zinc and compounds (as Zn),2020,46435
France,Lead and compounds (as Pb),2021,17839
Germany,Chlorine and inorganic compounds (as HCl),2007,4672400
Germany,Hydrochlorofluorocarbons (HCFCs),2007,22032.96
Germany,Naphthalene,2007,2908
Germany,Nitrogen oxides (NOX),2007,369719000
Germany,Nitrous oxide (N2O),2007,39728800
Germany,Tetrachloroethylene,2007,19800
Germany,Carbon monoxide (CO),2008,962829000
Germany,Tetrachloromethane (TCM),2009,715
Germany,Chlorine and inorganic compounds (as HCl),2010,3848600
Germany,Hydrochlorofluorocarbons (HCFCs),2010,9460.199999999999
Germany,Naphthalene,2010,2455
Germany,Nitrogen oxides (NOX),2010,336365000
Germany,Nitrous oxide (N2O),2010,11199500
Germany,Carbon monoxide (CO),2011,874030000
Germany,Chromium and compounds (as Cr),2012,8558
Germany,Sulphur hexafluoride (SF6),2012,900
Germany,Tetrachloromethane (TCM),2012,106
Germany,Chlorine and inorganic compounds (as HCl),2013,4164600
Germany,Hydrochlorofluorocarbons (HCFCs),2013,6340.65
Bulgaria,Cadmium and compounds (as Cd),2013,80.10000000000001
Bulgaria,Carbon monoxide (CO),2013,15590000
Bulgaria,Cadmium and compounds (as Cd),2016,45.9
Bulgaria,Carbon monoxide (CO),2016,19416000
Bulgaria,Chlorine and inorganic compounds (as HCl),2018,7333.31
Bulgaria,Cadmium and compounds (as Cd),2019,60
Bulgaria,Carbon monoxide (CO),2019,21416776
Bulgaria,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.031900000000000005
Bulgaria,Chlorine and inorganic compounds (as HCl),2021,62973
Bulgaria,Methane (CH4),2021,41893980
Croatia,Cadmium and compounds (as Cd),2014,35.3
Croatia,Non-methane volatile organic compounds (NMVOC),2014,849000
Croatia,Arsenic and compounds (as As),2016,60.3
Croatia,Zinc and compounds (as Zn),2016,2440
Croatia,Cadmium and compounds (as Cd),2017,32.2
Croatia,Non-methane volatile organic compounds (NMVOC),2017,485000
Croatia,PCDD + PCDF (dioxins + furans) (as Teq),2018,0.00324
Croatia,Arsenic and compounds (as As),2019,67.8
Croatia,Mercury and compounds (as Hg),2019,31.6
Croatia,Methane (CH4),2019,309000
Croatia,Zinc and compounds (as Zn),2019,2285
Croatia,Cadmium and compounds (as Cd),2020,22.7
Croatia,Non-methane volatile organic compounds (NMVOC),2020,853000
Croatia,PCDD + PCDF (dioxins + furans) (as Teq),2021,0.00573
Cyprus,Carbon dioxide (CO2),2007,5264000000
Cyprus,Sulphur oxides (SOX),2009,16476000
Cyprus,Carbon dioxide (CO2),2010,4955000000
Cyprus,Sulphur oxides (SOX),2012,15151000
Cyprus,Carbon dioxide (CO2),2013,4010000000
Cyprus,Nitrogen oxides (NOX),2014,9290000
Cyprus,Carbon dioxide (CO2),2016,4650000000
Cyprus,Nitrogen oxides (NOX),2017,5764000
Cyprus,Nitrous oxide (N2O),2017,25100
Cyprus,Arsenic and compounds (as As),2018,114.7
Cyprus,Nitrogen oxides (NOX),2020,4976000
Cyprus,Nitrous oxide (N2O),2020,37500
Cyprus,Arsenic and compounds (as As),2021,102.19999999999999
Cyprus,Carbon monoxide (CO),2021,2400000
Cyprus,Zinc and compounds (as Zn),2021,2281
Czechia,Tetrachloroethylene,2007,25410
Czechia,Chlorofluorocarbons (CFCs),2009,1.3
Czechia,Naphthalene,2010,46800
Czechia,Nitrogen oxides (NOX),2010,111316000
Czechia,Tetrachloroethylene,2010,3530
Czechia,Trichloroethylene (TRI),2010,33200
Czechia,Hydro-fluorocarbons (HFCS),2011,1262
Czechia,"1,2-dichloroethane (DCE-1,2)",2012,1470
Czechia,Chlorofluorocarbons (CFCs),2012,1.32
Czechia,Chlorine and inorganic compounds (as HCl),2013,682600
Czechia,Hydrochlorofluorocarbons (HCFCs),2013,587.3
Czechia,Nitrogen oxides (NOX),2013,80194000
Czechia,Nitrous oxide (N2O),2013,740100
Czechia,Tetrachloroethylene,2013,2220
Czechia,Trichloroethylene (TRI),2013,35000
Czechia,Carbon monoxide (CO),2014,136979000
Czechia,Chlorofluorocarbons (CFCs),2015,1.14
Czechia,Chlorine and inorganic compounds (as HCl),2016,432100
Czechia,Hydrochlorofluorocarbons (HCFCs),2016,231.07
Czechia,Naphthalene,2016,424
Czechia,Nitrogen oxides (NOX),2016,65437000
Greece,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.49466499999999997
Greece,Polycyclic aromatic hydrocarbons (PAHs),2017,509
Greece,Mercury and compounds (as Hg),2018,1247.1999999999998
Greece,Methane (CH4),2018,11693000
Greece,Nitrogen oxides (NOX),2018,73026000
Greece,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.0005380000000000001
Greece,Polycyclic aromatic hydrocarbons (PAHs),2020,160.8
Greece,Benzene,2021,103760
Greece,Mercury and compounds (as Hg),2021,719.9999999999999
Greece,Methane (CH4),2021,10866000
Greece,Naphthalene,2021,428
Greece,Nitrogen oxides (NOX),2021,60738300
Hungary,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.008181
Hungary,Arsenic and compounds (as As),2008,59
Hungary,Benzene,2008,6110
Hungary,Dichloromethane (DCM),2008,387640
Hungary,Mercury and compounds (as Hg),2008,278
Hungary,Methane (CH4),2008,2940000
Hungary,Naphthalene,2008,200
Hungary,Nitrogen oxides (NOX),2008,27688000
Hungary,PCDD + PCDF (dioxins + furans) (as Teq),2010,0.013874
Hungary,Mercury and compounds (as Hg),2011,143.39999999999998
Hungary,Methane (CH4),2011,2360000
Hungary,Sulphur oxides (SOX),2012,11126000
Hungary,Benzene,2014,4540
Hungary,Mercury and compounds (as Hg),2014,165.6
Hungary,Vinyl chloride,2014,6200
Hungary,Sulphur oxides (SOX),2015,8264000
Hungary,Benzene,2017,4930
Hungary,Vinyl chloride,2017,7550
Hungary,Sulphur oxides (SOX),2018,12439000
Hungary,Sulphur hexafluoride (SF6),2019,90.1
Hungary,Vinyl chloride,2020,9180
Iceland,Polycyclic aromatic hydrocarbons (PAHs),2009,298
Iceland,Methane (CH4),2010,8287000
Iceland,Non-methane volatile organic compounds (NMVOC),2011,97
Iceland,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.00023
Iceland,Polycyclic aromatic hydrocarbons (PAHs),2012,222
Iceland,Methane (CH4),2013,3131860
Iceland,PCDD + PCDF (dioxins + furans) (as Teq),2015,0
Iceland,Polycyclic aromatic hydrocarbons (PAHs),2015,68
Iceland,Methane (CH4),2016,3309000
Iceland,Sulphur oxides (SOX),2017,10810000
Iceland,Methane (CH4),2019,2963000
Ireland,Cadmium and compounds (as Cd),2007,25.5
Ireland,Dichloromethane (DCM),2009,3900
Ireland,Nitrogen oxides (NOX),2009,21286000
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2011,68
Ireland,Dichloromethane (DCM),2012,4440
Ireland,Methane (CH4),2012,35892000
Ireland,Nitrogen oxides (NOX),2012,17445000
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2014,62.4
Ireland,Dichloromethane (DCM),2015,6200
Ireland,Methane (CH4),2015,31245000
Ireland,Nitrogen oxides (NOX),2015,15694000
Ireland,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.0008
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2017,67.1
Ireland,Dichloromethane (DCM),2018,1255.75
Ireland,Methane (CH4),2018,30287399.539999995
Ireland,Nitrogen oxides (NOX),2018,12620152.031
Ireland,Sulphur oxides (SOX),2019,2407485.258
Ireland,Sulphur hexafluoride (SF6),2020,364
Ireland,Methane (CH4),2021,27301748.31
France,Chromium and compounds (as Cr),2019,3591
France,Perfluorocarbons (PFCs),2019,16330
France,Sulphur hexafluoride (SF6),2019,3242
France,Cadmium and compounds (as Cd),2020,979.499997
France,Pentachlorobenzene,2020,1.58
France,Hydro-fluorocarbons (HFCS),2021,113598
France,Trichloromethane,2021,25303
Germany,Cadmium and compounds (as Cd),2008,1129
Germany,Hydro-fluorocarbons (HFCS),2009,424085
Germany,Particulate matter (PM10),2010,11197300
Germany,Cadmium and compounds (as Cd),2011,1237.3
Germany,Hydro-fluorocarbons (HFCS),2012,18493
Germany,Polycyclic aromatic hydrocarbons (PAHs),2012,599
Germany,Arsenic and compounds (as As),2013,2125.8999999999996
Germany,Particulate matter (PM10),2013,10439300
Germany,Cadmium and compounds (as Cd),2014,1067.6000000000001
Germany,Hydro-fluorocarbons (HFCS),2015,21539
Germany,Polycyclic aromatic hydrocarbons (PAHs),2015,824.7
Germany,Tetrachloromethane (TCM),2015,1184
Germany,Arsenic and compounds (as As),2016,2168.2
Germany,Particulate matter (PM10),2016,9480500
Germany,Cadmium and compounds (as Cd),2017,767.9000000000001
Germany,Lead and compounds (as Pb),2017,29503
Germany,Carbon dioxide (CO2),2018,411076000000
Germany,Hydro-fluorocarbons (HFCS),2018,267929
Germany,Polycyclic aromatic hydrocarbons (PAHs),2018,887.9
Germany,Tetrachloromethane (TCM),2018,1173
Germany,"1,1,1-trichloroethane (TCE-1,1,1)",2019,135
Germany,Arsenic and compounds (as As),2019,1462.5
Germany,Particulate matter (PM10),2019,9115200
Germany,Lead and compounds (as Pb),2020,11755
Germany,Carbon dioxide (CO2),2021,345403000000
Germany,Polycyclic aromatic hydrocarbons (PAHs),2021,909.1
Germany,Tetrachloromethane (TCM),2021,759
Greece,Lead and compounds (as Pb),2007,3246
Greece,Chlorine and inorganic compounds (as HCl),2008,84000
Greece,Chromium and compounds (as Cr),2008,7711
Greece,Nitrous oxide (N2O),2008,1891800
Greece,Perfluorocarbons (PFCs),2008,11000
Greece,Arsenic and compounds (as As),2009,1481.8999999999999
Greece,Lead and compounds (as Pb),2010,1699
Greece,Chlorine and inorganic compounds (as HCl),2011,34800
Greece,Nitrous oxide (N2O),2011,1912200
Greece,Tetrachloromethane (TCM),2011,932
Greece,Arsenic and compounds (as As),2012,822.8000000000001
Greece,Nickel and compounds (as Ni),2012,53550
Greece,Copper and compounds (as Cu),2013,4745
Greece,Lead and compounds (as Pb),2013,3397
Greece,Chlorine and inorganic compounds (as HCl),2014,174700
Greece,Di-(2-ethyl hexyl) phthalate (DEHP),2014,528
Greece,Perfluorocarbons (PFCs),2014,10000
Greece,Tetrachloromethane (TCM),2014,647
Greece,Nickel and compounds (as Ni),2015,37037.8
Greece,Copper and compounds (as Cu),2016,3770
Greece,Ammonia (NH3),2017,243900
Greece,Polychlorinated biphenyls (PCBs),2017,2.33
Greece,Chlorofluorocarbons (CFCs),2018,45
Greece,Fluorine and inorganic compounds (as HF),2018,11120
Greece,Hydrochlorofluorocarbons (HCFCs),2018,58.7
France,Tetrachloroethylene,2011,96520
France,Trichlorobenzenes (TCB),2011,130.6
France,Anthracene,2012,238
France,Arsenic and compounds (as As),2012,1762.1
France,Fluorine and inorganic compounds (as HF),2012,574210
France,Nickel and compounds (as Ni),2012,37586.5
France,Particulate matter (PM10),2012,4285300
France,Lead and compounds (as Pb),2013,26370
France,Carbon dioxide (CO2),2014,105124000000
France,Nitrous oxide (N2O),2014,5029900
France,Polycyclic aromatic hydrocarbons (PAHs),2014,1420
France,Arsenic and compounds (as As),2015,543.5
France,Benzene,2015,308910
France,Fluorine and inorganic compounds (as HF),2015,412830
France,Copper and compounds (as Cu),2016,12516
France,Lead and compounds (as Pb),2016,16275
France,Carbon dioxide (CO2),2017,114544000000
France,Non-methane volatile organic compounds (NMVOC),2017,46181000
France,Vinyl chloride,2017,280120
France,Benzene,2018,300720
France,Fluorine and inorganic compounds (as HF),2018,268180
France,Copper and compounds (as Cu),2019,10075
France,Halons,2019,422
France,Lead and compounds (as Pb),2019,14789
France,Sulphur oxides (SOX),2019,72706000
France,Carbon dioxide (CO2),2020,82073999936
France,Non-methane volatile organic compounds (NMVOC),2020,41909000
France,Vinyl chloride,2020,145990
France,Benzene,2021,220800
France,Fluorine and inorganic compounds (as HF),2021,249990
